building_id,zone_id,municipality,barangay,use_type,use_sub,sewer_status
40642,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40643,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40644,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40653,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40655,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40660,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40661,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40663,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40665,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40666,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40667,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40669,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40670,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40673,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40674,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40677,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40680,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40684,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40686,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40689,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40691,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40692,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40695,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40699,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40703,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40704,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40705,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40707,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
40712,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40714,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40715,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40718,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40722,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40724,R1,Tagbilaran City,Cogon,Government & Civic Services,Government Administrative Offices,Served
40726,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40727,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40728,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40730,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40734,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40736,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40737,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40739,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40741,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40742,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40743,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40744,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40747,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40749,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40752,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40754,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40756,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40758,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40761,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40764,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40765,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40768,R1,Tagbilaran City,Cogon,Government & Civic Services,Government Administrative Offices,Served
40769,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40772,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40774,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40777,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40778,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40782,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40783,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40785,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40787,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40788,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40791,R1,Tagbilaran City,Cogon,Health Facilities,Pharmacies & Drugstores,Served
40792,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40794,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40796,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40797,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40799,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40801,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40805,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40806,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40807,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40810,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40811,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40812,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40813,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40819,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40823,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40825,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40828,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40830,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40831,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40834,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40838,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40839,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40848,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40850,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40852,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
40853,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40855,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40856,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40857,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40858,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40862,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40864,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40865,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40868,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40870,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40872,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40876,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40879,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40880,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40881,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40884,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40886,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40887,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40888,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40892,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40893,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40901,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40902,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40903,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40906,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40908,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40913,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40914,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40915,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40917,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40919,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40921,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40922,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40928,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40930,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40931,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40935,R1,Tagbilaran City,Cogon,Commercial Establishments,Offices & Services,Served
40940,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40945,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40946,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40947,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40948,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40949,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40951,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40952,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40953,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40954,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40956,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40959,R1,Tagbilaran City,Cogon,Religious Places,Place of Worship,Served
40963,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
40966,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40968,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40969,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40970,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
40973,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40976,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40980,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40983,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40984,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40985,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40989,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40992,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40994,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40995,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
40997,R1,Tagbilaran City,Cogon,Commercial Establishments,Food & Beverage,Served
41002,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41004,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41006,R1,Tagbilaran City,Cogon,Commercial Establishments,Offices & Services,Served
41007,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41009,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41011,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41012,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41015,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41016,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41017,R1,Tagbilaran City,Cogon,Religious Places,Place of Worship,Served
41019,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41020,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41021,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41024,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41026,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41027,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41028,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41030,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41031,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41035,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41037,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41041,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41042,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41043,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41044,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41050,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41051,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41052,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41053,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41054,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
41059,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41060,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41062,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41069,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41071,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41074,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41080,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41082,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41088,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41090,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41092,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41093,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41094,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41096,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41097,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41103,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41104,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41117,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41123,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41124,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41127,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41128,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41133,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
41135,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41143,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41145,R1,Tagbilaran City,Cogon,Commercial Establishments,Food & Beverage,Served
41146,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41147,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41152,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41154,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41157,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41159,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41160,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41161,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41165,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41166,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41173,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41174,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41182,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41183,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41186,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41187,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41190,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41199,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41203,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41204,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41206,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41207,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41209,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41219,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41221,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41224,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41227,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41228,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41229,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41230,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41231,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41235,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41243,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41245,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41246,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41252,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41253,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41256,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41257,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41264,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41267,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41269,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41270,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41272,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41283,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41289,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41290,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41296,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41298,R1,Tagbilaran City,Cogon,Commercial Establishments,Hospitality & Accommodation,Served
41299,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41300,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41302,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41303,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41306,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41314,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41317,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41319,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41320,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41321,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41322,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41323,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41324,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41327,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41328,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41331,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41334,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41335,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41336,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41337,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41340,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41341,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41344,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41348,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41354,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41358,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41361,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41363,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41365,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41366,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41367,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41374,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41377,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41381,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41382,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41383,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41391,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41396,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41397,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41399,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41401,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41402,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41407,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41408,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41411,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41412,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41414,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41415,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41416,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41417,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41418,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41419,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41427,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41429,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41432,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41433,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41434,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41435,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41439,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
41441,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41443,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41446,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41449,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41455,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41459,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41460,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41461,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41462,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41463,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41464,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41466,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41467,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41468,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41470,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41471,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41474,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41475,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41476,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41479,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41480,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41481,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41485,R1,Tagbilaran City,Cogon,Commercial Establishments,Food & Beverage,Served
41486,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41487,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41488,R1,Tagbilaran City,Cogon,Commercial Establishments,Food & Beverage,Served
41490,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41492,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41498,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41499,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41506,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41508,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41511,R1,Tagbilaran City,Cogon,Commercial Establishments,Food & Beverage,Served
41512,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41513,R1,Tagbilaran City,Cogon,Commercial Establishments,Offices & Services,Served
41514,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41515,R1,Tagbilaran City,Cogon,Commercial Establishments,Retail & Shopping,Served
41516,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41517,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41518,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41522,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41530,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41531,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41534,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41536,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41537,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41538,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41539,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41542,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41550,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41554,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41556,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41557,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41558,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41560,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41564,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41567,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41569,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41571,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41574,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41575,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41576,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41577,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41579,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41582,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41588,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41589,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41590,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41594,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41600,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41602,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41603,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41604,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41609,R1,Tagbilaran City,Cogon,Educational Institutions,Elementary Education,Served
41610,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41622,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41628,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41631,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41632,R1,Tagbilaran City,Cogon,Commercial Establishments,Other Commercial,Served
41635,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41637,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41638,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41641,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41644,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
41647,R1,Tagbilaran City,Cogon,Residential,Other Residential,Served
